client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance,age_group
97,Maria,Smith,25,Male,faulknertammy@example.org,897.360.1495,056 Zoe Green,Ramirezshire,Quebec,10379,Employed,>$100k,Chequing,2023-09-30,1761,46,96205,Yes,93,1,3,Rarely,Mortgage;RRSP,Yes,No,0,No,0,25-34
98,Rachel,Burnett,60,Other,josereese@example.net,504.606.1471x508,25560 Martinez Point Apt. 233,Blackstad,Quebec,72943,Student,<$30k,Chequing,2021-06-15,6087,99,60771,No,34,3,0,Never,Credit Card,No,No,0,No,0,55+
99,Tiffany,Nelson,54,Female,armstrongeric@example.com,+1-419-928-5988x2806,681 Lopez Wells Apt. 780,Annaton,British Columbia,58233,Employed,>$100k,Chequing,2016-02-14,4710,13,22059,Yes,93,2,3,Daily,Credit Card;TFSA,No,No,0,No,0,45-54
100,Bruce,Cox,65,Male,saralara@example.com,477.589.0622x185,3897 Claudia Junctions,Port Jonathanchester,Alberta,83839,Student,$30k–$60k,Business,2021-02-05,6388,80,41691,Yes,21,3,0,Daily,TFSA,No,No,0,No,0,55+
101,Jennifer,Rodriguez,66,Other,bridgestara@example.com,570-529-6128,03058 Matthew Field Apt. 453,East Codyshire,Nova Scotia,55438,Employed,>$100k,Chequing,2018-11-16,1550,22,9948,Yes,71,2,2,Rarely,Credit Card;TFSA;Mortgage,Yes,Yes,89892,No,0,55+
102,Jesus,Wallace,28,Other,dawn01@example.com,+1-610-393-6213,7676 Wilkerson Hills Suite 768,South Julieport,Ontario,67352,Employed,$60k–$100k,Savings,2021-08-17,2989,95,91191,No,3,4,1,Rarely,Credit Card;RRSP,Yes,No,0,Yes,84631,25-34
103,Brenda,Gomez,43,Other,ymiller@example.org,+1-634-457-7959x25379,0375 Ayala Islands Apt. 650,Sarahmouth,Quebec,38649,Student,<$30k,Chequing,2025-01-12,5618,82,44259,No,37,0,0,Never,RRSP;TFSA;Mortgage,No,Yes,470081,Yes,84657,35-44
104,Paul,Crawford,44,Other,ronald55@example.net,636-763-9767x4178,874 Donald Key,Lake Cody,Ontario,24640,Student,$30k–$60k,Chequing,2019-05-11,9365,37,3484,No,50,0,2,Daily,TFSA,Yes,Yes,410158,Yes,16541,35-44
105,Michael,Marsh,70,Other,kellylucero@example.org,001-492-433-8376x5092,160 Brown Crest,Kimshire,British Columbia,92282,Unemployed,$30k–$60k,Chequing,2023-11-23,4786,78,97261,No,21,0,3,Rarely,Mortgage;TFSA,No,Yes,142277,No,0,55+
106,Daniel,Dixon,34,Female,pfox@example.net,619-316-7536,1725 Joel Bridge,Port Steven,British Columbia,78246,Student,<$30k,Chequing,2016-11-13,6794,84,67479,Yes,79,3,2,Daily,Credit Card;RRSP;TFSA;Mortgage,Yes,No,0,Yes,51079,25-34
107,Jason,Holt,58,Other,roberta78@example.net,689-462-5651,381 Moss Crossing Suite 516,Port Jenniferhaven,Manitoba,11099,Unemployed,$30k–$60k,Savings,2019-08-18,2202,10,32798,No,65,4,1,Never,TFSA,Yes,Yes,184754,No,0,55+
108,Barbara,Bates,22,Female,adriennejimenez@example.com,001-512-956-2414,85304 Williams Locks Apt. 325,West Joe,Ontario,16852,Unemployed,$60k–$100k,Chequing,2019-04-22,3203,24,89393,Yes,61,0,2,Daily,Mortgage;TFSA;RRSP,No,Yes,295336,Yes,51834,18-24
109,Melinda,King,57,Other,michael73@example.org,5778348393,5583 Nelson Trafficway Apt. 202,Port Ashleyhaven,Quebec,98863,Employed,$60k–$100k,Chequing,2015-07-01,3697,24,51676,No,16,3,1,Never,Credit Card;TFSA,Yes,No,0,No,0,55+
110,Nicholas,Jones,42,Male,betty00@example.net,732-686-2069,122 Contreras Stravenue,West Barbara,British Columbia,98955,Student,>$100k,Chequing,2021-12-07,1755,82,19234,No,92,2,1,Rarely,Mortgage,No,Yes,373351,No,0,35-44
111,Kelly,Barber,21,Male,djones@example.com,751.467.3370x98914,97911 Gina Lake,Campbellchester,Quebec,24204,Retired,>$100k,Chequing,2017-05-08,2936,57,30198,Yes,70,1,2,Rarely,Mortgage;Credit Card;RRSP,Yes,Yes,254759,Yes,90194,18-24
112,Joshua,Ferrell,78,Male,alec30@example.net,+1-501-438-5312x8245,3061 Aguilar Junction,Colemanview,Quebec,65278,Employed,$30k–$60k,Chequing,2022-11-04,4779,46,33758,Yes,14,4,0,Rarely,Mortgage;TFSA;Credit Card,Yes,No,0,Yes,35240,55+
113,Ryan,Hoover,43,Male,milleralyssa@example.org,001-369-905-9120x951,2556 Alexa Flats Apt. 587,Joshuatown,Ontario,80696,Unemployed,>$100k,Joint,2017-08-27,4741,45,67407,No,60,1,0,Rarely,Mortgage,Yes,Yes,58095,Yes,53837,35-44
114,Amy,Robles,32,Male,fhardin@example.com,001-497-728-3280,49525 Kayla Fords Apt. 572,Haleyside,Quebec,66441,Employed,$60k–$100k,Business,2017-03-13,3203,55,40395,Yes,53,0,0,Rarely,RRSP,Yes,Yes,191797,Yes,18987,25-34
115,Elizabeth,Tran,18,Other,haileyscott@example.net,001-805-644-7898,3163 Sara Estates,Prestonburgh,Alberta,96718,Retired,<$30k,Joint,2023-03-25,4136,40,84893,No,62,5,1,Daily,Mortgage,No,No,0,No,0,18-24
116,Felicia,Anderson,30,Other,hudsonandrea@example.net,001-852-663-4896x5593,65362 Matthew Throughway,Austinmouth,Newfoundland and Labrador,47996,Student,<$30k,Chequing,2023-06-07,5143,29,17847,Yes,43,3,2,Daily,Mortgage;RRSP;TFSA,Yes,Yes,361611,No,0,25-34
117,Laura,Smith,45,Other,ernest28@example.org,(536)647-9681,40659 Mary Path Apt. 861,West Jonathanville,Alberta,24823,Employed,>$100k,Savings,2020-06-21,8062,61,76672,Yes,65,1,1,Never,TFSA;RRSP;Credit Card,No,Yes,318961,Yes,31351,45-54
118,Faith,Harris,24,Female,samantha55@example.net,3953638700,0596 White Walk,Moorechester,Alberta,68493,Employed,$30k–$60k,Chequing,2024-07-13,8748,91,86977,No,74,5,2,Weekly,Mortgage;TFSA;Credit Card,Yes,Yes,325610,No,0,18-24
119,Lisa,Lang,56,Female,whitesamantha@example.com,+1-760-955-4527,588 Robert Crossroad Apt. 689,Jeffreybury,Ontario,3801,Employed,<$30k,Joint,2021-02-27,2988,62,62556,Yes,31,4,0,Rarely,Credit Card,Yes,No,0,No,0,55+
120,Thomas,Mckay,24,Male,laurahamilton@example.com,(670)887-7069x143,7935 James Harbor Apt. 899,East Jenniferton,Alberta,53314,Unemployed,$60k–$100k,Savings,2017-03-04,5831,37,70287,Yes,15,3,1,Daily,Mortgage,Yes,No,0,Yes,10139,18-24
121,Michelle,Wilson,27,Male,atorres@example.org,6868219658,40114 Brown Glen,North Kelly,Alberta,32258,Unemployed,$60k–$100k,Savings,2025-05-07,3852,6,89001,Yes,20,4,1,Never,TFSA,No,Yes,260356,No,0,25-34
122,Katherine,Campbell,43,Male,alimelissa@example.com,8215304472,192 Ross Way,South Abigailland,British Columbia,12577,Student,<$30k,Savings,2022-06-26,5531,77,40571,No,73,3,1,Rarely,Mortgage;TFSA;RRSP,Yes,Yes,424372,No,0,35-44
123,Edward,Liu,29,Male,qboyd@example.com,833-294-7877,0267 Holland Overpass Apt. 977,Hernandezstad,British Columbia,79733,Student,>$100k,Chequing,2019-06-04,4113,75,69306,Yes,87,3,2,Rarely,Credit Card,Yes,Yes,375044,Yes,87402,25-34
124,John,Thomas,21,Other,melissamcbride@example.com,808-872-6346x7248,974 Hooper Islands,North Robert,Alberta,3168,Retired,>$100k,Chequing,2018-08-10,4989,49,67046,No,31,1,2,Rarely,Credit Card;RRSP;Mortgage,Yes,No,0,Yes,8143,18-24
125,Wanda,Wright,24,Other,qavery@example.com,459.576.6324x5720,28583 Stevens Dale Apt. 746,Jessicachester,British Columbia,78771,Student,$60k–$100k,Chequing,2022-08-30,9232,22,33203,No,22,4,0,Daily,RRSP;TFSA,Yes,No,0,No,0,18-24
126,Shirley,Reed,44,Female,jharvey@example.org,766-543-4363,35133 Dunn Shoals Suite 720,Lake Keith,Alberta,40145,Unemployed,$30k–$60k,Chequing,2015-08-16,6946,23,62820,No,62,3,1,Rarely,Credit Card,No,Yes,96133,No,0,35-44
127,Kristin,Davis,36,Other,cassandra40@example.com,309-923-5422,52430 Dorsey Vista Apt. 174,West Rickyton,Nova Scotia,82256,Employed,$30k–$60k,Savings,2020-03-05,8198,49,24521,No,10,0,0,Daily,TFSA,Yes,Yes,449630,No,0,35-44
128,Gary,Woods,41,Other,owilson@example.org,+1-312-538-0025x9089,808 Gonzalez Trail Suite 976,Victorberg,Quebec,69743,Employed,<$30k,Savings,2018-02-28,5644,98,24260,No,14,2,0,Rarely,Credit Card,Yes,No,0,No,0,35-44
129,Alejandro,Mcdonald,44,Other,ryan08@example.net,499.691.2350,267 Rebecca Haven Apt. 926,Rogerston,British Columbia,6196,Unemployed,$60k–$100k,Business,2018-05-10,1184,76,36724,No,41,0,2,Weekly,RRSP;TFSA;Credit Card,Yes,No,0,No,0,35-44
130,Matthew,Villegas,64,Male,gpowell@example.org,(852)795-6361,32802 Robert Gardens Apt. 149,West Austin,Alberta,66700,Retired,>$100k,Chequing,2023-10-31,1171,19,23793,No,68,1,0,Daily,Mortgage;TFSA;Credit Card;RRSP,No,No,0,No,0,55+
131,Holly,Smith,20,Other,anitabailey@example.net,483-887-0788x49782,0324 Carrie Meadow Suite 781,Lake Joshua,Quebec,21711,Retired,$30k–$60k,Chequing,2022-12-20,7607,85,27331,Yes,43,3,2,Rarely,Mortgage;TFSA,No,No,0,Yes,86739,18-24
132,Jennifer,Henry,39,Female,vjones@example.org,8666838179,55924 Archer Hollow Apt. 948,Tammyborough,Quebec,59421,Retired,>$100k,Chequing,2023-02-22,2015,97,38354,No,47,1,0,Rarely,Credit Card;RRSP;Mortgage;TFSA,Yes,Yes,78057,No,0,35-44
133,Anna,Stokes,56,Other,daniel41@example.com,362.367.7142,93351 Jennifer Springs,Carlchester,Ontario,10943,Retired,<$30k,Joint,2023-05-16,9166,72,58907,No,95,5,0,Rarely,Mortgage;RRSP;TFSA;Credit Card,No,No,0,Yes,68133,55+
134,Brian,Reyes,41,Female,amanda35@example.net,+1-921-432-0225x065,66941 Nichols Squares,South Samanthatown,Quebec,69830,Employed,$30k–$60k,Chequing,2021-12-14,3237,90,17384,No,100,0,2,Daily,Mortgage;RRSP;Credit Card,Yes,No,0,Yes,75294,35-44
135,Maria,Horn,26,Female,smithdale@example.org,+1-933-709-9818x4446,071 Aaron Harbor Apt. 788,Port Allison,Ontario,25367,Unemployed,$60k–$100k,Chequing,2018-01-11,4257,79,77951,No,1,5,2,Weekly,TFSA;Credit Card;RRSP,No,No,0,No,0,25-34
136,Jack,Woods,51,Other,sstone@example.net,001-573-788-1061x697,55373 Hays Green Apt. 963,Clementsborough,Ontario,12632,Retired,$60k–$100k,Chequing,2023-05-28,7784,61,99842,No,21,1,3,Rarely,Credit Card;RRSP;TFSA,No,Yes,459343,Yes,81927,45-54
137,Rebecca,James,55,Male,elizabethrodriguez@example.com,(887)493-6812x040,20337 Gutierrez Way,Yatesmouth,New Brunswick,99085,Retired,$60k–$100k,Savings,2023-05-19,7099,91,53649,No,26,2,2,Daily,Credit Card,Yes,Yes,39433,No,0,55+
138,William,Mann,42,Other,thomaskelley@example.net,379.449.6049x39751,6380 Karen Corners Apt. 440,Lake William,Alberta,38879,Unemployed,$60k–$100k,Chequing,2017-01-05,664,79,42729,Yes,83,0,1,Never,RRSP;Mortgage,No,No,0,Yes,40496,35-44
139,Michael,Cross,58,Female,mullinsjoanne@example.com,(670)470-9113x66591,7859 Kennedy Burg,Port Donald,Ontario,23626,Employed,>$100k,Savings,2020-09-15,2627,14,98604,No,90,2,1,Never,RRSP;Credit Card;Mortgage;TFSA,Yes,Yes,378006,Yes,40614,55+
140,Cody,Sosa,19,Female,amandamartinez@example.org,001-226-943-7089x670,1427 Miles Stravenue Suite 289,Oconnorfurt,Ontario,23842,Student,>$100k,Chequing,2022-05-13,6939,92,49215,No,20,0,3,Never,Mortgage,No,No,0,No,0,18-24
141,Jamie,Buck,29,Female,jorge40@example.org,(931)701-2739x4674,709 Johnston Groves Suite 208,Lake Michaeltown,Ontario,32642,Retired,<$30k,Savings,2021-03-17,1270,60,95189,No,59,0,3,Rarely,Credit Card;Mortgage,Yes,Yes,481304,Yes,24208,25-34
142,Jason,Evans,56,Female,fchung@example.com,+1-905-957-2416x9344,3337 Martin Mills,Lake Shelby,Ontario,72070,Student,$30k–$60k,Joint,2020-02-27,7591,40,19645,Yes,16,1,3,Never,TFSA,Yes,Yes,360196,Yes,95900,55+
143,Thomas,Stevenson,53,Female,miguel78@example.org,+1-356-815-3431x48202,7611 Williams Creek Suite 829,Johnside,Ontario,58943,Employed,<$30k,Joint,2022-08-06,1749,33,21719,Yes,15,3,2,Weekly,RRSP,Yes,No,0,Yes,45949,45-54
144,Mark,Jackson,33,Other,cynthiawilson@example.org,+1-498-475-7316x710,7004 Hawkins Burg Apt. 959,Lake Rebecca,Alberta,83715,Unemployed,>$100k,Savings,2025-01-03,2619,65,3096,Yes,60,2,1,Weekly,Credit Card;Mortgage;RRSP,Yes,Yes,123368,Yes,39769,25-34
145,James,Butler,64,Male,adam68@example.org,652.265.4335,09527 Butler Summit Suite 373,New Katrinaburgh,Ontario,53050,Retired,>$100k,Savings,2015-05-30,1194,80,21575,No,74,4,2,Daily,Credit Card;Mortgage,No,No,0,Yes,14594,55+
146,Teresa,Barnett,23,Other,ulane@example.net,001-442-424-7479x399,5644 Velazquez Fords,Gailland,Quebec,85737,Employed,$30k–$60k,Chequing,2018-10-09,8205,20,38735,No,28,2,2,Rarely,Mortgage;TFSA;RRSP;Credit Card,Yes,No,0,Yes,34996,18-24
147,Daniel,Hunter,75,Male,lisamurphy@example.com,(512)716-8651,79141 Marie Burgs,East Valerieburgh,Nova Scotia,87419,Retired,$30k–$60k,Chequing,2022-10-30,3944,89,58760,No,6,5,1,Weekly,Credit Card;Mortgage,No,Yes,436918,Yes,76350,55+
148,Alan,Richmond,26,Male,michaeljones@example.org,001-605-761-0863x788,4841 Wolf Causeway,Erinberg,British Columbia,54738,Unemployed,$60k–$100k,Chequing,2023-07-06,2145,23,20678,No,21,0,2,Rarely,TFSA;Mortgage;Credit Card;RRSP,No,Yes,429153,No,0,25-34
149,Nicole,Underwood,18,Other,keithsexton@example.org,2425732092,9301 William Freeway Suite 021,Jacobsonburgh,Saskatchewan,41102,Employed,>$100k,Chequing,2019-05-07,5072,71,64161,Yes,10,4,3,Weekly,RRSP;Credit Card;TFSA,Yes,Yes,100506,No,0,18-24
150,Jacqueline,Gonzales,25,Other,nlowery@example.org,001-874-945-2068,16093 Kimberly Isle,Castrochester,Quebec,63035,Retired,$60k–$100k,Savings,2024-01-09,765,63,69415,Yes,44,5,0,Rarely,Credit Card,Yes,No,0,Yes,96240,25-34
151,Andrew,Miller,36,Male,jeffery30@example.net,001-942-432-0871,3759 Stewart Gardens,Port Robin,Ontario,66069,Retired,>$100k,Chequing,2017-11-21,5508,48,2383,Yes,76,1,0,Never,Credit Card;TFSA,No,No,0,Yes,35265,35-44
152,Joshua,Gomez,34,Other,bullockdeborah@example.com,(221)742-2047,5018 Pace Corners,Kimberlyland,Ontario,70622,Retired,$30k–$60k,Chequing,2023-11-26,7018,20,21201,No,26,4,2,Daily,TFSA;Mortgage;RRSP;Credit Card,Yes,Yes,212229,No,0,25-34
153,Matthew,Wagner,37,Male,mwhitney@example.org,+1-437-479-9366x6397,018 Virginia Station Apt. 874,Flemingchester,Quebec,88380,Student,<$30k,Chequing,2024-01-22,9207,42,9947,Yes,10,3,0,Daily,Credit Card;TFSA;RRSP,No,No,0,Yes,63267,35-44
154,Nicholas,Curtis,37,Male,xrussell@example.com,535.264.1882,696 Moore Flat Apt. 429,New Amandaland,Ontario,11964,Student,<$30k,Chequing,2023-07-03,6133,79,71359,No,10,2,0,Rarely,Credit Card;Mortgage;RRSP,Yes,No,0,Yes,44363,35-44
155,Brian,Oneal,34,Male,pfernandez@example.com,+1-482-244-3430,1563 Jennifer Crescent Apt. 670,East Lindsey,Quebec,92456,Employed,$30k–$60k,Chequing,2018-04-05,8297,83,37517,Yes,75,0,0,Never,Mortgage;TFSA;Credit Card;RRSP,No,Yes,272318,No,0,25-34
156,Jeffery,Williams,61,Other,brentgonzalez@example.com,449-439-3175x7548,811 Lopez Tunnel Apt. 457,Claytonbury,Quebec,44470,Retired,$60k–$100k,Savings,2021-03-23,3836,49,41106,No,34,5,0,Rarely,RRSP,Yes,No,0,Yes,80935,55+
157,Nicholas,Arias,78,Other,ywalter@example.org,892-639-3572x6082,0730 Cox Dam,East Vanessa,Ontario,12150,Unemployed,$60k–$100k,Chequing,2020-01-09,2932,24,55359,Yes,48,5,1,Rarely,Credit Card,No,No,0,No,0,55+
158,Laurie,Morris,23,Male,davisjeffery@example.net,5527387006,275 Lori Road Suite 138,South Tanya,Nova Scotia,1771,Employed,>$100k,Chequing,2018-02-22,582,7,39973,No,96,0,0,Weekly,Credit Card,Yes,Yes,231711,Yes,81898,18-24
159,Nicholas,Garcia,76,Other,goliver@example.net,+1-599-211-1271x7372,0676 David Station Suite 549,Allenfurt,British Columbia,86962,Unemployed,<$30k,Chequing,2017-02-12,9623,28,49228,Yes,10,1,1,Never,Mortgage;RRSP;TFSA;Credit Card,No,No,0,No,0,55+
160,Ashley,Bell,24,Female,lcarpenter@example.com,(375)946-7719,31238 Allison Ferry,North Donaldport,Quebec,99199,Unemployed,$30k–$60k,Chequing,2023-09-12,1371,80,26947,No,75,5,1,Daily,RRSP;Credit Card;Mortgage;TFSA,Yes,No,0,Yes,26870,18-24
161,David,Henderson,26,Other,alexis90@example.org,504-701-5566,015 Chad Forest,Flowersmouth,Quebec,31019,Employed,<$30k,Savings,2015-06-10,9473,88,52340,Yes,65,1,0,Daily,RRSP;Credit Card;Mortgage,No,No,0,Yes,82801,25-34
162,Jeremy,Vazquez,38,Female,ocox@example.com,359.856.3428,1102 Cannon Orchard,Stephenport,British Columbia,45197,Retired,>$100k,Chequing,2020-11-07,9132,12,55066,No,92,0,3,Never,Mortgage,Yes,No,0,Yes,41019,35-44
163,Kimberly,Brown,23,Male,coffeyjustin@example.net,(232)684-1081,9572 Williams Trail,Smithmouth,Ontario,18810,Retired,<$30k,Chequing,2024-10-29,3199,44,96556,No,39,1,3,Never,RRSP,Yes,No,0,No,0,18-24
164,Angela,Klein,47,Male,lsmith@example.org,679.483.1913,6951 Phillips Locks Suite 128,Murphyside,Saskatchewan,31632,Student,$30k–$60k,Chequing,2016-05-25,2513,95,52453,Yes,11,0,2,Never,Mortgage;Credit Card;RRSP;TFSA,Yes,Yes,159166,Yes,46106,45-54
165,Samuel,Jensen,24,Female,amanda78@example.net,+1-448-776-0872x106,7775 Kathleen Gateway,Port Alex,Ontario,72635,Unemployed,$60k–$100k,Chequing,2017-05-05,5218,15,96057,No,91,3,1,Weekly,RRSP;Credit Card;Mortgage;TFSA,No,No,0,Yes,94255,18-24
166,Sarah,Jones,22,Male,randallfisher@example.net,332.505.3955x055,93108 Patrick Spring Suite 174,New Jillianborough,Quebec,12372,Unemployed,<$30k,Savings,2016-02-13,7835,72,46480,Yes,73,0,2,Weekly,Mortgage;RRSP,No,No,0,Yes,96866,18-24
167,Nathan,Walker,49,Other,james72@example.net,(500)480-9885,7364 Matthew Field,Tracyside,Nova Scotia,74447,Student,>$100k,Chequing,2023-02-13,5719,75,92824,Yes,34,1,1,Weekly,TFSA;Credit Card,Yes,Yes,93368,Yes,33813,45-54
168,Melissa,Morales,61,Male,garyvaughn@example.net,7744713072,80987 Martinez Manor,Port Scottmouth,Quebec,95366,Employed,<$30k,Savings,2025-04-15,3233,20,46221,No,8,1,2,Never,RRSP;Credit Card;TFSA;Mortgage,No,Yes,230146,No,0,55+
169,David,Rivera,45,Other,bchen@example.com,8894573679,574 Barron Inlet,West Kaylee,Manitoba,28052,Retired,<$30k,Joint,2018-05-10,8412,35,8606,No,61,2,2,Never,Credit Card,Yes,No,0,No,0,45-54
170,William,Martinez,33,Other,yvonnejordan@example.org,904-651-8651x0917,02822 Jon Ports Suite 912,New Jane,British Columbia,5367,Student,<$30k,Savings,2024-01-24,6846,23,92952,No,55,0,1,Rarely,Mortgage;Credit Card;RRSP,No,No,0,No,0,25-34
171,Brooke,Craig,24,Male,justin35@example.org,386-860-3990,544 Kyle Prairie Suite 156,Joyceshire,British Columbia,47065,Employed,$30k–$60k,Chequing,2017-05-18,3325,28,72282,No,45,2,2,Rarely,Credit Card;RRSP;TFSA,Yes,No,0,No,0,18-24
172,Kathryn,Pierce,23,Male,wardbenjamin@example.org,(402)892-8258x1715,533 William Pass,Nathanhaven,Quebec,8473,Unemployed,$60k–$100k,Chequing,2023-07-04,4200,14,80259,Yes,95,2,0,Rarely,Credit Card;RRSP,Yes,Yes,461534,No,0,18-24
173,Jillian,Edwards,59,Female,ltorres@example.org,225-925-7201,922 Nguyen Brooks,Velasquezville,Prince Edward Island,29866,Retired,>$100k,Savings,2017-09-13,2678,96,23623,No,33,2,0,Weekly,RRSP;Credit Card,No,Yes,329799,No,0,55+
174,Maria,Daniel,26,Female,hrodriguez@example.org,233.555.2407x72830,58694 Heather Inlet,Port Brentberg,Alberta,54464,Student,>$100k,Savings,2020-12-23,9573,21,68844,No,88,4,1,Weekly,Mortgage;Credit Card;RRSP;TFSA,No,Yes,286166,No,0,25-34
175,William,Rocha,71,Other,imora@example.com,347-386-8840x131,23308 Hayes Rapid,Port Joseph,Saskatchewan,15415,Student,$60k–$100k,Chequing,2021-02-24,2399,66,57695,Yes,43,5,0,Weekly,RRSP,Yes,Yes,402994,No,0,55+
176,Heidi,Ramos,24,Female,brianmitchell@example.net,938.788.4416,6585 Clayton Islands Suite 709,Richardchester,Manitoba,26120,Student,$60k–$100k,Chequing,2019-06-21,9010,24,39209,No,90,0,2,Daily,RRSP;Credit Card;TFSA,No,No,0,Yes,15195,18-24
177,Meagan,Arroyo,31,Female,darren54@example.net,(370)342-5226x88764,426 Aaron Tunnel Suite 367,East Davidshire,British Columbia,43204,Unemployed,$30k–$60k,Business,2018-10-01,780,5,2010,Yes,62,5,2,Never,RRSP;Mortgage;Credit Card;TFSA,No,No,0,No,0,25-34
178,Noah,Jensen,26,Male,yvaughn@example.net,(721)982-1735x2552,412 Hunter Crescent,Lake Leslie,Ontario,65900,Employed,<$30k,Savings,2022-10-22,6032,60,89821,Yes,53,1,3,Daily,TFSA;Credit Card;RRSP,No,Yes,148887,Yes,68288,25-34
179,Todd,Trevino,43,Female,brewercharles@example.org,577-423-9429x453,09658 Wendy Forest,North Brianhaven,Alberta,87680,Retired,<$30k,Joint,2018-09-22,4576,44,57981,No,57,5,1,Weekly,TFSA;RRSP,No,Yes,108237,Yes,39617,35-44
180,Dorothy,Ferguson,31,Male,melaniejohnston@example.net,248.951.8365x264,10790 Leslie Junction,North Regina,British Columbia,50256,Student,$60k–$100k,Chequing,2022-07-16,2864,65,17451,Yes,78,1,2,Never,TFSA;RRSP;Credit Card,Yes,Yes,229082,Yes,29981,25-34
181,Nancy,Young,38,Female,slee@example.com,248-517-4296x12775,0860 Monica Flat,South Jessechester,British Columbia,44726,Employed,<$30k,Business,2018-08-21,612,5,98184,Yes,77,2,2,Daily,Credit Card;Mortgage,No,No,0,No,0,35-44
182,James,Sullivan,27,Female,connertrevor@example.com,761.960.8642x495,04774 Cooper Ports,Lake Tammyside,Quebec,69179,Retired,$60k–$100k,Chequing,2022-06-02,1372,53,59782,No,56,0,3,Never,RRSP,Yes,Yes,255400,No,0,25-34
183,Jason,King,20,Female,johnsonkathryn@example.org,424.994.8824x28115,1134 Katie Shoal Apt. 565,Diazview,British Columbia,19502,Unemployed,>$100k,Chequing,2018-01-26,4657,94,84526,Yes,97,2,0,Never,TFSA;RRSP,No,Yes,116777,Yes,64203,18-24
184,Adam,Bishop,50,Female,shelby99@example.net,7977776872,8345 Thomas Fords,New Rodney,Ontario,65553,Employed,$30k–$60k,Savings,2018-01-18,2824,53,30892,Yes,35,3,2,Daily,TFSA;Mortgage;RRSP;Credit Card,No,Yes,169480,No,0,45-54
185,Deborah,Johnson,32,Male,vperez@example.net,722-343-8607,75038 Burton Divide Apt. 403,Port Thomas,Quebec,99838,Retired,$60k–$100k,Chequing,2017-04-15,5696,7,22718,Yes,43,4,1,Daily,RRSP;Credit Card;Mortgage;TFSA,Yes,No,0,Yes,30922,25-34
186,Scott,Castro,24,Male,martinezariel@example.com,+1-449-477-4771,86978 Ballard Mountain Apt. 701,South Melissafort,New Brunswick,95954,Student,>$100k,Savings,2025-03-24,8316,93,7872,Yes,99,1,0,Daily,TFSA,No,Yes,327742,No,0,18-24
187,Dennis,Henry,58,Female,kristina24@example.com,001-749-647-8187x971,999 Fields Dam Suite 297,Loriville,Ontario,60443,Retired,$60k–$100k,Chequing,2016-11-19,6126,88,87153,Yes,89,2,3,Rarely,Mortgage;TFSA;Credit Card,Yes,No,0,No,0,55+
188,Deborah,Garcia,53,Female,lisakramer@example.net,001-267-691-8220,10172 Daniel Forge Suite 505,Arroyostad,Nova Scotia,82921,Retired,<$30k,Savings,2017-10-26,4606,93,94223,No,69,1,2,Daily,TFSA;RRSP;Credit Card;Mortgage,Yes,Yes,289061,No,0,45-54
189,Matthew,Lawson,50,Female,fernandocabrera@example.com,374.440.5121x0512,79450 Huerta Avenue Apt. 233,Jacobstad,Ontario,76789,Employed,>$100k,Savings,2024-07-08,3128,15,56944,Yes,100,0,3,Rarely,Credit Card;TFSA;RRSP,Yes,Yes,414718,No,0,45-54
190,Melissa,Gallagher,48,Male,espinozaphilip@example.net,(931)393-6966x52796,789 Smith Tunnel Apt. 263,Thomasland,Ontario,79414,Student,$60k–$100k,Chequing,2022-01-30,1937,79,98855,No,30,0,2,Never,Mortgage,No,No,0,No,0,45-54
191,Cameron,Smith,79,Male,mitchellaimee@example.net,+1-440-346-3335x40507,8224 Cline Gardens,New Charles,Quebec,45924,Retired,>$100k,Chequing,2019-09-04,4285,85,49084,Yes,49,1,3,Rarely,RRSP,Yes,Yes,308140,No,0,55+
192,Carly,Miller,25,Female,troykline@example.org,(746)335-8934x539,87804 White Plain,Ballmouth,Quebec,46610,Employed,>$100k,Chequing,2017-11-27,1722,67,6335,No,30,5,1,Daily,Credit Card;RRSP,Yes,Yes,25242,No,0,25-34
193,Steven,Johnson,23,Female,mirandasteven@example.com,782.440.9431,88082 Krueger Key Apt. 655,West Carrieton,Alberta,95697,Retired,$30k–$60k,Chequing,2021-07-08,9502,41,84530,Yes,16,4,1,Never,Credit Card;RRSP;Mortgage;TFSA,No,No,0,No,0,18-24
